ticker,company_name,fundamental_score,tier,quality,price_currency,financial_currency,fx_applied,fx_reliable,per_share_reliable,shares_price_ratio,coherence_issues,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,eu_insider_bonus,market_regime,modelos_dispersion_pts,modelos_acuerdo,upside_triangulated_pct,upside_divergence_pts,upside_divergence,oe_ai_adjustment,oe_ai_verdict,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason,tasa_base_frase,tasa_base_n,tasa_base_caida_mediana_pct,tasa_base_caida_peor_pct,tasa_base_arriba_pct,tasa_base_bimodal,soporte_frase,soporte_nivel,soporte_distancia_pct,soporte_dias,soporte_aguanto,soporte_roto,soporte_antiguo,why_cheap,why_cheap_resumen,why_cheap_fuentes
GEBN.SW,Geberit AG,56.8,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,"FCF declarado (482,224,992) se aparta del derivado de flujo operativo menos capex (686,900,000)",55.0,50.0,50.0,85.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 19.4},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 54.1, 'debt_to_equity': 1.34, 'current_ratio': 1.64, 'operating_margin_pct': 24.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 6.8}",545.0,17635328000,Industrials,Building Products & Equipment,,,False,659.8,-17.4,0.0,False,582.12,712.0,465.0,17.0,hold,6.8,299.51,-45.0,188.5,-65.4,3.9,21.25,2.37,68.4,12.9,2.35,,,,5.0,46.0,2026-11-03,False,False,7.0,NEUTRAL,4.02,49.8,2.09,30.4,,,,2026-09-18T05:13:27.334224,SMI20,43.7,3.0,5.0,0.0,1.0,0.85,0.0,CONFIRMED_UPTREND,20.4,DISPERSOS,-45.0,62.0,ALTA,0,,False,1,0.843,False,-16.5,9.67,-9.08,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 4 veces anteriores (sobrevendido (RSI<25), bajo su MA200 que baja) cayó otro 9% de mediana (peor caso -15%); al año el 100% estaba en positivo (mediana +17%). ⚠ solo 4 casos, no decide nada",4,-8.8,-15.3,100,False,"soporte vivo más cercano en 534.13 (-0.7%), puesto a prueba hace 7 días; aguantó 2 y se rompió 3",534.13,-0.7,7.0,2.0,3.0,False,,,
HLMA.L,Halma plc,59.0,⭐ AVERAGE,🟡 Average,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables | FCF declarado (261,262,496) se aparta del derivado de flujo operativo menos capex (409,600",55.0,50.0,50.0,90.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 14.4},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 18.3, 'debt_to_equity': 0.42, 'current_ratio': 2.14, 'operating_margin_pct': 20.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 24.1}",3528.0,13324489728,Industrials,Conglomerates,,,False,4902.0,-28.0,0.0,False,4378.12,5010.0,3650.0,16.0,buy,24.1,,,,,3.07,108.31,0.72,24.2,25.0,0.79,,,,11.2,62.0,2026-11-19,False,False,7.0,NEUTRAL,3.73,57.9,1.54,31.0,,,,2026-09-18T05:12:54.202328,FTSE100,43.6,3.0,0.0,0.0,3.0,3.01,0.0,CONFIRMED_UPTREND,,,,,,0,,False,1,1.021,False,-26.56,10.16,-15.64,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 16 veces anteriores (RSI normal, bajo su MA200 que sube) o paró casi donde estaba o se desplomó hasta -34% — sin término medio; al año el 94% estaba en positivo (mediana +26%).",16,-2.1,-33.5,94,True,"soporte vivo más cercano en 3525.19 (-2.1%), puesto a prueba hace 12 días; aguantó 11 y se rompió 1",3525.19,-2.1,12.0,11.0,1.0,False,,,
ABBN.SW,ABB Ltd,71.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,CHF,USD,True,True,True,1.0,,80.0,80.0,50.0,80.0,50.0,,,,,14.8,False,0,28.4,True,1,"{'eps_growth_yoy': 14.8, 'op_growth_yoy': 32.1, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.1}","{'revenue_growth_yoy': 28.4, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 32.6, 'debt_to_equity': 0.56, 'current_ratio': 1.43, 'operating_margin_pct': 16.9}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 5.2}",79.52,143991881728,Industrials,Electrical Equipment & Parts,,,False,89.14,-10.8,0.0,False,83.68,96.66,68.27,24.0,hold,5.2,35.8,-55.0,22.2,-72.1,2.68,2.13,1.2,43.2,0.94,2.13,True,-0.91,115.6,3.3,32.0,2026-10-20,False,False,7.0,NEUTRAL,4.26,43.1,3.29,29.7,,,,2026-09-18T05:15:03.328741,SMI20,41.4,0.0,0.0,3.0,1.0,0.65,0.0,CONFIRMED_UPTREND,17.1,COHERENTES,-55.0,68.8,ALTA,0,,True,3,1.07,False,-6.82,56.73,16.32,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado,"las 39 veces anteriores (RSI normal, sobre su MA200 que sube) o paró casi donde estaba o se desplomó hasta -37% — sin término medio; al año el 77% estaba en positivo (mediana +14%).",39,-7.9,-36.7,77,True,"soporte vivo más cercano en 82.00 (-1.3%), puesto a prueba hace 69 días; aguantó 3 y se rompió 2",82.0,-1.3,69.0,3.0,2.0,False,,,
KNEBV.HE,KONE Oyj,68.2,⭐⭐ GOOD,🟡 Good,EUR,EUR,False,True,False,0.853,"acciones × precio no cuadra con la capitalización (ratio 0.8530): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",85.0,60.0,50.0,75.0,65.0,,,,,11.9,True,1,9.9,True,1,"{'eps_growth_yoy': 11.9, 'op_growth_yoy': 16.4, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 8.3}","{'revenue_growth_yoy': 9.9, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 41.4, 'debt_to_equity': 0.29, 'current_ratio': 0.99, 'operating_margin_pct': 11.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 18.9}",50.46,26152593408,Industrials,Specialty Industrial Machinery,,,False,64.42,-21.7,0.0,False,59.98,83.0,45.0,22.0,buy,18.9,,,,,4.76,2.4,3.59,98.9,1.8,3.56,False,,26.1,-9.2,40.0,2026-10-28,False,False,8.0,STRONG,5.31,101.2,,16.9,,,,2026-09-18T05:12:56.395072,OMXHEL,41.3,3.0,-2.0,0.0,0.0,2.36,0.0,CONFIRMED_UPTREND,,,,,,0,,False,1,0.867,False,-17.78,11.16,-18.78,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias,"las 15 veces anteriores (RSI normal, bajo su MA200 que baja) o paró casi donde estaba o se desplomó hasta -37% — sin término medio; al año el 80% estaba en positivo (mediana +15%).",15,-5.6,-37.2,80,True,"soporte vivo más cercano en 50.85 (-1.0%), puesto a prueba hace 21 días; aguantó 3 y se rompió 2",50.85,-1.0,21.0,3.0,2.0,False,,,
SAF.PA,Safran SA,56.0,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,"FCF declarado (3,562,749,952) se aparta del derivado de flujo operativo menos capex (4,895,000,064)",55.0,50.0,50.0,70.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 11.6},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 27.5, 'debt_to_equity': 0.34, 'current_ratio': 0.92, 'operating_margin_pct': 14.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 15.5}",331.6,137407021056,Industrials,Aerospace & Defense,,,False,366.5,-9.5,0.0,False,382.86,460.0,257.0,22.0,buy,15.5,146.68,-55.8,93.0,-72.0,3.56,11.8,1.03,36.0,3.35,0.78,,,,-65.1,144.0,2027-02-09,False,False,7.0,NEUTRAL,7.62,166.3,,24.0,,,,2026-09-18T05:12:58.339984,CAC40,39.4,3.0,0.0,0.0,-3.0,1.94,0.0,CONFIRMED_UPTREND,16.2,COHERENTES,-55.8,79.4,ALTA,0,,False,2,0.973,False,-10.34,26.54,3.44,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 46 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 7% de mediana (peor caso -64%); al año el 74% estaba en positivo (mediana +26%).",46,-7.2,-64.0,74,False,"soporte vivo más cercano en 324.45 (-1.3%), puesto a prueba hace 21 días; aguantó 2 y se rompió 1",324.45,-1.3,21.0,2.0,1.0,False,,,
STMN.SW,Straumann Holding AG,59.8,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,"FCF declarado (399,016,384) se aparta del derivado de flujo operativo menos capex (299,766,008)",55.0,50.0,50.0,95.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 14.0},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 17.0, 'debt_to_equity': 0.21, 'current_ratio': 2.26, 'operating_margin_pct': 25.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 19.0}",94.66,15093613568,Healthcare,Medical Instruments & Supplies,,,False,109.8,-13.8,0.0,False,112.61,136.0,86.0,18.0,buy,19.0,24.08,-74.6,23.1,-75.6,1.99,1.88,1.05,43.3,1.0,0.71,,,,4.1,40.0,2026-10-28,False,False,6.0,NEUTRAL,3.11,28.8,4.27,24.1,,,,2026-09-18T05:12:49.915221,SMI20,38.9,0.0,0.0,0.0,1.0,2.38,0.0,CONFIRMED_UPTREND,1.0,COHERENTES,-74.6,94.1,ALTA,0,,False,1,0.829,False,-12.75,32.66,15.19,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias,"las 8 veces anteriores (RSI normal, sobre su MA200 que baja) cayó otro 14% de mediana (peor caso -29%); al año el 62% estaba en positivo (mediana +20%).",8,-13.5,-29.4,62,False,"soporte vivo más cercano en 94.98 (-0.9%), puesto a prueba hace 33 días; aguantó 5 y se rompió 6",94.98,-0.9,33.0,5.0,6.0,False,,,
IMCD.AS,IMCD N.V.,52.8,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,"FCF declarado (266,937,248) se aparta del derivado de flujo operativo menos capex (363,683,008)",50.0,50.0,50.0,65.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 4.6},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 11.2, 'debt_to_equity': 0.85, 'current_ratio': 1.35, 'operating_margin_pct': 8.8}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 22.9}",95.46,5635274240,Basic Materials,Specialty Chemicals,,,False,105.05,-9.1,0.0,False,117.36,150.0,75.0,14.0,none,22.9,99.77,4.5,38.9,-59.2,6.45,6.16,1.89,46.5,1.81,1.6,,,,5.0,48.0,2026-11-05,False,False,5.0,NEUTRAL,5.01,39.3,1.48,24.1,,,,2026-09-18T05:12:41.232613,AEX25,38.1,6.0,5.0,0.0,1.0,2.86,0.0,CONFIRMED_UPTREND,63.7,CONTRADICEN,,82.1,ALTA,0,,False,2,0.906,False,-8.8,40.6,8.86,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 35 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 10% de mediana (peor caso -51%); al año el 74% estaba en positivo (mediana +21%).",35,-10.5,-51.4,74,False,"soporte vivo más cercano en 93.68 (-0.5%), puesto a prueba hace 7 días; aguantó 5 y se rompió 2",93.68,-0.5,7.0,5.0,2.0,False,,,
DPLM.L,Diploma PLC,57.8,⭐ AVERAGE,🟡 Average,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",55.0,50.0,50.0,85.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 11.5},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 19.0, 'debt_to_equity': 0.47, 'current_ratio': 2.06, 'operating_margin_pct': 19.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 12.6}",7330.0,9829151744,Industrials,Industrial Distribution,,,False,7765.0,-5.6,0.0,False,8254.38,9000.0,7000.0,16.0,buy,12.6,,,,,2.74,200.84,0.88,44.2,63.0,1.46,,,,4.5,60.0,2026-11-17,False,False,8.0,STRONG,2.67,60.5,6.16,15.9,,,,2026-09-18T05:12:43.490834,FTSE100,38.1,0.0,0.0,0.0,1.0,1.58,0.0,CONFIRMED_UPTREND,,,,,,0,,True,3,0.842,False,-2.58,52.22,17.87,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback,"las 48 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 10% de mediana (peor caso -34%); al año el 83% estaba en positivo (mediana +21%).",48,-9.6,-33.7,83,False,"soporte vivo más cercano en 7322.53 (-3.2%), puesto a prueba hace 41 días; aguantó 1 y se rompió 2",7322.53,-3.2,41.0,1.0,2.0,False,,,
AI.PA,L'Air Liquide S.A.,54.5,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,"FCF declarado (243,312,496) se aparta del derivado de flujo operativo menos capex (1,652,500,160)",55.0,50.0,50.0,60.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 13.1},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 14.0, 'debt_to_equity': 0.63, 'current_ratio': 0.88, 'operating_margin_pct': 20.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 19.4}",165.24,105450217472,Basic Materials,Specialty Chemicals,,,False,182.26,-9.3,0.0,False,197.22,216.0,162.0,20.0,strong_buy,19.4,46.08,-72.1,55.6,-66.4,1.57,2.59,2.02,60.5,3.36,1.83,,,,0.7,153.0,2027-02-18,False,False,7.0,NEUTRAL,4.1,18.8,32.94,17.1,,,,2026-09-18T05:12:24.852119,CAC40,36.8,0.0,5.0,0.0,1.0,2.42,0.0,CONFIRMED_UPTREND,5.7,COHERENTES,-66.4,88.6,ALTA,0,UNRELIABLE/INSUFFICIENT (0),False,2,1.055,False,-8.42,21.11,-2.38,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 50 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 6% de mediana (peor caso -23%); al año el 86% estaba en positivo (mediana +12%).",50,-6.0,-22.9,86,False,"soporte vivo más cercano en 165.06 (-1.1%), puesto a prueba hace 12 días; aguantó 1 de 1 veces",165.06,-1.1,12.0,1.0,0.0,False,,,
GIVN.SW,Givaudan SA,56.7,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,"FCF declarado (605,625,024) se aparta del derivado de flujo operativo menos capex (1,143,000,000)",55.0,50.0,56.0,70.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 12.9},{},"{'rs_3m': -2.4, 'rs_6m': 8.2}","{'roe_pct': 22.3, 'debt_to_equity': 1.11, 'current_ratio': 1.29, 'operating_margin_pct': 18.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 5.0}",3270.0,30186405888,Basic Materials,Specialty Chemicals,,,False,3592.0,-9.0,4.0,False,3434.56,4010.6,2886.0,19.0,buy,5.0,1871.85,-42.8,1036.6,-68.3,3.79,123.93,2.22,70.1,72.0,1.96,,,,-14.0,131.0,2027-01-27,False,False,7.0,NEUTRAL,4.07,34.8,,21.5,,,,2026-09-18T05:12:33.188230,SMI20,36.7,3.0,5.0,0.0,-3.0,0.62,0.0,CONFIRMED_UPTREND,25.5,DISPERSOS,-42.8,60.6,ALTA,0,,False,2,0.969,False,-3.78,33.01,16.61,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback,"las 45 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 6% de mediana (peor caso -36%); al año el 78% estaba en positivo (mediana +17%).",45,-6.4,-36.3,78,False,"soporte vivo más cercano en 3328.11 (-2.5%), puesto a prueba hace 70 días; aguantó 2 y se rompió 4",3328.11,-2.5,70.0,2.0,4.0,False,,,
NESN.SW,Nestlé S.A.,50.2,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,"FCF declarado (4,374,249,984) se aparta del derivado de flujo operativo menos capex (11,462,000,192)",50.0,50.0,50.0,45.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 8.4},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 26.2, 'debt_to_equity': 2.13, 'current_ratio': 0.83, 'operating_margin_pct': 16.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 12.8}",78.33,201481994240,Consumer Defensive,Packaged Foods,,,False,87.09,-10.1,0.0,False,88.36,100.0,69.0,22.0,buy,12.8,67.37,-14.0,28.9,-63.1,5.69,4.46,3.99,107.3,3.1,3.15,,,,-22.0,153.0,2027-02-18,False,False,5.0,NEUTRAL,4.86,38.6,,19.1,,,,2026-09-18T05:14:02.885806,SMI20,34.1,6.0,-2.0,0.0,-3.0,1.6,0.0,CONFIRMED_UPTREND,49.1,DISPERSOS,-14.0,51.4,ALTA,0,,False,2,1.004,False,-11.9,13.62,-5.2,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias,"las 21 veces anteriores (RSI normal, bajo su MA200 que sube) cayó otro 4% de mediana (peor caso -14%); al año el 81% estaba en positivo (mediana +12%).",21,-4.2,-14.0,81,False,"soporte vivo más cercano en 75.87 (-1.1%), puesto a prueba hace 4 días; aguantó 9 y se rompió 5",75.87,-1.1,4.0,9.0,5.0,False,,,
SIKA.SW,Sika AG,60.1,⭐⭐ GOOD,🟡 Good,CHF,CHF,False,True,True,1.0,,50.0,50.0,80.5,70.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 9.4},{},"{'rs_3m': 12.6, 'rs_6m': 34.2}","{'roe_pct': 16.0, 'debt_to_equity': 0.89, 'current_ratio': 1.3, 'operating_margin_pct': 14.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 8.3}",184.7,29633128448,Basic Materials,Specialty Chemicals,,,False,197.6,-6.5,7.0,True,200.05,233.0,150.0,21.0,buy,8.3,105.46,-42.9,64.7,-65.0,4.4,8.13,2.02,57.1,3.7,1.47,,,,-0.6,153.0,2027-02-18,False,False,7.0,NEUTRAL,4.32,45.5,,21.1,,,,2026-09-18T05:13:06.721949,SMI20,34.0,3.0,5.0,0.0,0.0,1.04,0.0,CONFIRMED_UPTREND,22.1,DISPERSOS,-42.9,62.2,ALTA,0,,True,3,0.991,False,-6.05,58.66,36.82,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado,"las 43 veces anteriores (RSI normal, sobre su MA200 que sube) o paró casi donde estaba o se desplomó hasta -42% — sin término medio; al año el 74% estaba en positivo (mediana +24%).",43,-6.7,-41.9,74,True,"soporte vivo más cercano en 180.82 (-2.6%), puesto a prueba hace 8 días; aguantó 5 y se rompió 1",180.82,-2.6,8.0,5.0,1.0,False,,,
LONN.SW,Lonza Group AG,56.0,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,"FCF declarado (-1,567,000,064) se aparta del derivado de flujo operativo menos capex (62,000,064)",50.0,50.0,50.0,80.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': -1.6},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 12.9, 'debt_to_equity': 0.51, 'current_ratio': 1.66, 'operating_margin_pct': 23.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 26.3}",545.0,38065106944,Healthcare,Diagnostics & Research,,,False,597.8,-8.8,0.0,False,688.17,835.0,550.0,23.0,buy,26.3,15.95,-97.1,155.1,-71.5,0.16,0.87,0.93,32.3,5.0,0.69,,,,39.2,132.0,2027-01-28,False,False,6.0,NEUTRAL,3.03,11.0,0.63,18.2,,,,2026-09-18T05:12:47.776863,SMI20,32.4,0.0,0.0,0.0,5.0,3.29,0.0,CONFIRMED_UPTREND,25.6,DISPERSOS,-71.5,110.6,ALTA,0,,False,1,0.934,False,-7.36,23.1,7.83,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 45 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 8% de mediana (peor caso -46%); al año el 82% estaba en positivo (mediana +26%).",45,-8.4,-46.0,82,False,"soporte vivo más cercano en 548.72 (-0.9%), puesto a prueba hace 15 días; aguantó 11 y se rompió 4",548.72,-0.9,15.0,11.0,4.0,False,,,
CPR.MI,Davide Campari-Milano N.V.,54.5,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,"FCF declarado (172,050,000) se aparta del derivado de flujo operativo menos capex (257,300,000)",50.0,50.0,50.0,70.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 8.9},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 6.7, 'debt_to_equity': 0.7, 'current_ratio': 2.58, 'operating_margin_pct': 17.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 20.1}",5.928,7109819904,Consumer Defensive,Beverages - Wineries & Distilleries,,,False,6.82,-13.1,0.0,False,7.12,10.8,5.3,21.0,buy,20.1,3.24,-45.3,2.3,-61.2,3.62,0.21,1.66,43.5,0.1,0.84,,,2.8,-25.6,40.0,2026-10-28,False,False,8.0,STRONG,6.14,18.0,,24.9,,,,2026-09-18T05:13:56.470577,FTSEMIB,31.8,3.0,5.0,0.0,-3.0,2.51,0.0,CONFIRMED_UPTREND,15.9,COHERENTES,-45.3,73.4,ALTA,0,,False,2,0.986,False,-10.8,15.04,-12.27,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 39 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 8% de mediana (peor caso -39%); al año el 74% estaba en positivo (mediana +9%).",39,-8.4,-38.9,74,False,"soporte vivo más cercano en 5.74 (-4.1%), puesto a prueba hace 26 días; aguantó 10 y se rompió 5",5.74,-4.1,26.0,10.0,5.0,False,,,
